"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
10738,2/24/2017,C.A. Short Company,Electronic,Yes,2,Yes,,,,Yes,,
10739,2/24/2017,Rod's Western Palace,Electronic,Yes,234,,,,Yes,,,
10740,2/24/2017,Fidelity Investments,Paper,Yes,1,,Yes,,,Yes,,
10741,2/24/2017,"Phoenix Senior Living, LLC",Electronic,Yes,1,Yes,,Yes,,,,
10742,2/24/2017,Cambridge Discovery Park,Electronic,Yes,123,Yes,,,,Yes,,
10743,2/24/2017,"Roberts Hawaii, Inc.",Electronic,Yes,371,,,,Yes,,,
10745,2/27/2017,The Collier Companies,Electronic,Yes,1,Yes,,Yes,,Yes,,
10746,2/27/2017,"Adveq Management US, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
10747,2/27/2017,"Aptos, Inc.",Electronic,Yes,64129,,,,Yes,Yes,,
10748,2/27/2017,Partners Health Care,Paper,Yes,6,,,,,Yes,,
10749,2/27/2017,"Milford Federal Savings and LoanAssociation",Electronic,,1,Yes,Yes,,,Yes,,
10750,2/27/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10751,2/27/2017,Polish & Slavic FCU,Electronic,,90,,Yes,,,,,
10752,2/27/2017,"Roy & Bentas CPAs, P.C.",Electronic,Yes,8,Yes,,,,,,
10753,2/27/2017,Affy Tapple LLC,Electronic,,23,,,,Yes,Yes,,
10754,2/27/2017,JoFit,Electronic,Yes,105,,,,Yes,Yes,,
10755,2/27/2017,Fidelity Investments,Paper,Yes,1,,Yes,,,Yes,,
10735,2/27/2017,"American Express Travel RelatedServices, Inc.",Electronic,,15,,,,Yes,,,
10756,2/28/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10757,2/28/2017,Equal Exchange,Electronic,Yes,146,,,,Yes,,,
10758,2/28/2017,"Piedmont Virginia CommunityCollege",Electronic,Yes,1,Yes,,,,Yes,,
10759,2/28/2017,CMA CGM (America) LLC,Paper,,1,Yes,,,,Yes,,
10760,2/28/2017,"TransCen, Inc",Electronic,Yes,1,Yes,,,,Yes,,
10761,2/28/2017,Soroban Capital Partners LP,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
10762,2/28/2017,Mount Ida College,Electronic,Yes,4,Yes,,,,Yes,,
10763,2/28/2017,"Webster Five Cents SavingsBank",Electronic,,71,,,,Yes,,,
10764,2/28/2017,The Village Bank,Electronic,,2,,,,Yes,,,
10765,2/28/2017,The Village Bank,Electronic,,5,,,,Yes,,,
10766,2/28/2017,CenturyLink,Electronic,Yes,27,Yes,,,,Yes,,
10767,2/28/2017,Benchmark,Electronic,Yes,,,,,Yes,,,
10768,3/1/2017,Cayan LLC,Electronic,Yes,225,Yes,,,,Yes,,
10769,3/1/2017,"Ellis Partners in ManagementSolutions",Paper,Yes,11,Yes,,,,Yes,,
10770,3/1/2017,Salem Five,Electronic,,1,,,,Yes,,,
10771,3/1/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
10772,3/1/2017,"Leo Edwards, Jr., M.D.",Electronic,Yes,4,Yes,Yes,,,Yes,,
10773,3/2/2017,"State Farm Mutual AutomobileInsurance Company",Electronic,,4,Yes,Yes,Yes,,,,
10774,3/2/2017,Eagle Bank,Electronic,,1,,,,Yes,,,
10775,3/2/2017,Eagle Bank,Electronic,,1,,,,Yes,,,
10776,3/2/2017,"ProScan Imaging, LLC",Electronic,Yes,33,Yes,,,,Yes,,
10777,3/2/2017,"Intuit, Inc.",Electronic,Yes,145,Yes,,,,Yes,,
10778,3/3/2017,"Equian, LLC",Electronic,Yes,4,Yes,,,,Yes,,
10779,3/3/2017,Foreign Affair LLC,Electronic,Yes,23,Yes,,,,Yes,,
10780,3/3/2017,"MDLIVE, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
10781,3/3/2017,West Music Company,Electronic,Yes,1625,,,,Yes,,,
10782,3/3/2017,"Huckstep Holdings Corp. d/b/aTechwise",Electronic,Yes,2,Yes,,,,Yes,,
10783,3/3/2017,"Dawson Technical, LLC",Electronic,Yes,4,Yes,,,,Yes,,
10784,3/3/2017,Simmons College,Electronic,Yes,91,Yes,Yes,,,Yes,,
10785,3/6/2017,Barclays Bank Delaware,Electronic,Yes,2,,,,Yes,,,
10786,3/6/2017,University of Idaho,Electronic,Yes,1,Yes,Yes,,,Yes,,
10787,3/6/2017,"Raymond James & Associates,Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
10788,3/6/2017,"Irvine TechnologyCorporation/Resources onDemand",Electronic,Yes,2,Yes,,,,Yes,,
10789,3/6/2017,"Commonwealth of MassachsuettsExecutive Office of Labor andWorkforce Development",Electronic,Yes,1,Yes,,,,,,
10790,3/6/2017,Federal Direct Tax Services,Electronic,Yes,3,Yes,Yes,,,Yes,,
10791,3/6/2017,"Merchants Metals, Inc.",Electronic,Yes,9,Yes,,,,Yes,,
10792,3/6/2017,"Metropolitan Life InsuranceCompany",Electronic,Yes,1,,Yes,,,Yes,,
10793,3/7/2017,"Crotched Mountain Foundation,Inc.",Electronic,Yes,65,Yes,,,,Yes,,
10794,3/7/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10795,3/7/2017,"Russell Investments Group, LLC",Electronic,Yes,12,Yes,Yes,,,Yes,,
10796,3/7/2017,"Maxim Capital Enterprises, Inc.",Electronic,,15,Yes,Yes,,,Yes,,
10797,3/7/2017,"Weekends Only, Inc.",Electronic,,7,,,,Yes,Yes,,
10798,3/7/2017,"Theisen's Supply, Inc.",Electronic,,37,,,,Yes,Yes,,
10799,3/8/2017,"Friedman & Perry, CPA's",Electronic,Yes,3,Yes,Yes,,,Yes,,
10800,3/8/2017,INSYS Group,Electronic,Yes,11,Yes,,,,Yes,,
10801,3/8/2017,ILKB LLC,Electronic,Yes,1558,,,,Yes,Yes,,
10802,3/8/2017,prAna,Electronic,Yes,12850,,,,Yes,,,
10803,3/8/2017,VT Group,Electronic,Yes,12,Yes,Yes,,,Yes,,
10805,3/8/2017,Palm Bay International,Electronic,Yes,9,Yes,,,,Yes,,
10806,3/9/2017,Salem Five,Electronic,,2,,,,Yes,,,
10807,3/9/2017,Salem Five,Electronic,,4,,,,Yes,,,
10808,3/9/2017,Wall Titus LLC,Electronic,Yes,5,Yes,Yes,,,Yes,,
10809,3/9/2017,Tarleton Medical,Electronic,Yes,7,Yes,,,,Yes,,
10810,3/9/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
10811,3/9/2017,"Taconic Biosciences, Inc.",Electronic,Yes,10,Yes,,,,Yes,,
10812,3/9/2017,Clark Schaefer Hackett,Electronic,Yes,1,Yes,,,,Yes,,
10813,3/9/2017,Glastonbury Public Schools,Electronic,Yes,6,Yes,,,,Yes,,
10814,3/9/2017,The New School,Electronic,Yes,1,Yes,Yes,,,,,
10815,3/9/2017,Frost & Sullivan,Electronic,Yes,2,Yes,,,,Yes,,
10816,3/9/2017,"Kobza & Associates, LLC",Electronic,Yes,2,Yes,Yes,,,Yes,,
10817,3/9/2017,"Commonwealth of Massachusetts- Department of Revenue",Paper,Yes,1,Yes,,,,,,
10818,3/9/2017,"Commonwealth of MassachusettsExecutive Office of Health andHuman Services Office ofMedicaid",Paper,Yes,8,,Yes,,,,,
10819,3/10/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10820,3/10/2017,Hutchinson and Bloodgood LLP,Electronic,Yes,34,Yes,,,,Yes,,
10821,3/10/2017,"University of California SantaCruz",Electronic,Yes,6,Yes,,,,Yes,,Yes
10822,3/10/2017,"SolutionsIQ, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
10823,3/10/2017,Mansfield Bank,Electronic,Yes,1,,Yes,,,,,
10824,3/10/2017,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
10825,3/10/2017,Paint Nite LLC.,Electronic,Yes,3,,Yes,,,,,
10826,3/10/2017,"Country Mutual InsuranceCompany (CMIC)",Both,Yes,1,,,Yes,,Yes,,
10827,3/10/2017,Santander,Electronic,,1,,Yes,,,Yes,,
10828,3/10/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
10829,3/13/2017,"The Vanguard Group, Inc.",Electronic,Yes,1,,Yes,,,,,
10830,3/13/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1,,,,Yes,,,
10831,3/13/2017,Biomedical Systems Corporation,Electronic,Yes,2,Yes,,,,Yes,,
10832,3/13/2017,"mehrcpa.com, PLLC",Electronic,Yes,7,Yes,,,,Yes,,
10833,3/13/2017,Salem Five,Electronic,,5,,,,Yes,,,
10834,3/13/2017,"American Express Travel RelatedServices, Inc.",Electronic,,2,,,,Yes,,,
10835,3/13/2017,"QualiChem, Inc.",Electronic,Yes,1,Yes,,,,,,
10836,3/13/2017,Intuit,Electronic,Yes,22,Yes,,Yes,,Yes,,
10837,3/13/2017,Eastern Bank,Electronic,,235,,,,Yes,,,
10838,3/13/2017,"Webster Bank, N.A.",Electronic,,2,Yes,Yes,,,Yes,,
10839,3/14/2017,Ondracek & Company,Electronic,Yes,16,Yes,Yes,,,Yes,,
10840,3/14/2017,Zest Dental Solutions,Electronic,Yes,69,,,,Yes,,,
10843,3/14/2017,"Carrot Sense, Inc",Electronic,Yes,1,Yes,,,,Yes,,
10844,3/15/2017,"VWSE Productions, LLC",Electronic,Yes,11,Yes,,,,,,Yes
10845,3/15/2017,St Mary's Credit Union,Electronic,,1,,,,Yes,,,
10846,3/15/2017,"Aztec Technologies, Inc.",Electronic,Yes,1,Yes,,,,,,
10847,3/15/2017,"Ameriprise Financial, Inc.",Electronic,Yes,8,Yes,,,,Yes,,
10848,3/15/2017,"Coupa Software, Inc.",Electronic,Yes,11,Yes,,,,Yes,,
10849,3/15/2017,Carney Hospital,Paper,Yes,1,Yes,,,,Yes,,
10850,3/15/2017,Santander,Electronic,Yes,1,,Yes,,,Yes,,
10851,3/15/2017,HealthTexas Provider Network,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
10852,3/15/2017,Biomedical Systems Corp,Electronic,Yes,2,Yes,,,,Yes,,
10841,3/15/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10842,3/15/2017,Vertex Wireless,Electronic,Yes,38,,,,Yes,,,
10853,3/16/2017,"TradingScreen, Inc.",Electronic,Yes,4,Yes,,,,,,
10854,3/16/2017,"Comfort Technology d/b/a TherfitShoes",Electronic,Yes,8,,,,Yes,Yes,,
10855,3/16/2017,The Village Bank,Electronic,,23,,,,Yes,,,
10856,3/16/2017,St. Joseph Hospital,Paper,Yes,163,Yes,,,,,,
10857,3/17/2017,"RealTruck, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
10858,3/17/2017,"LookingGlass Cyber Solutions,Inc.",Electronic,Yes,3,Yes,,,,Yes,,
10859,3/17/2017,"J.N. Phillips Company, Inc. andsubsidiaries",Electronic,Yes,401,Yes,,,,Yes,,
10860,3/17/2017,"Temptronic Corporation, asubsidiary of inTEST Corporation",Electronic,Yes,53,Yes,,,,Yes,,
10861,3/17/2017,Santander,Undefined,Yes,1,,Yes,,,Yes,,
10862,3/17/2017,Santander,Paper,Yes,1,Yes,Yes,,,Yes,,
10863,3/17/2017,"InMoment, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
10864,3/17/2017,"Bacon & Company CPAs, LLC",Electronic,Yes,114,Yes,Yes,,,Yes,,
10865,3/18/2017,Campbell Taylor & Company,Electronic,Yes,80,Yes,,,,Yes,,
10866,3/18/2017,"Defense Point Security, anACCenture Federal ServicesCompany",Electronic,Yes,1,Yes,,,,Yes,,
10867,3/20/2017,Harvey Mudd College,Electronic,Yes,3,Yes,,,,Yes,,
10868,3/20/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10869,3/20/2017,BMO Harris Bank N.A.,Electronic,Yes,14,Yes,Yes,Yes,,Yes,,
10870,3/20/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
10871,3/20/2017,"American Express Travel RelatedServices, Inc.",Electronic,,114,,,,Yes,,,
10872,3/20/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10873,3/20/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
10874,3/20/2017,"Hertzbach & Company, P.A.",Electronic,Yes,1,Yes,,,,Yes,,
10875,3/20/2017,Santander,Electronic,Yes,1,,Yes,,,Yes,,
10876,3/20/2017,Santander,Paper,Yes,1,,Yes,,,Yes,,
10877,3/20/2017,Intuit,Electronic,Yes,6,Yes,,Yes,,Yes,,
10878,3/20/2017,Defense Point Security LLC,Electronic,Yes,1,Yes,,,,Yes,,
10879,3/20/2017,Berg LLC,Electronic,,109,Yes,,,,Yes,,
10880,3/20/2017,"American Express Travel RelatedServices Inc.",Electronic,,2,,,,Yes,,,
10882,3/20/2017,"The Prudential InsuranceCompany of America",Electronic,Yes,13,Yes,,,,Yes,,
10883,3/21/2017,Medtronic,Paper,Yes,3,Yes,,,,Yes,,
10884,3/21/2017,Salem Five,Electronic,,1,,,,Yes,,,
10885,3/21/2017,Salem Five,Paper,Yes,3,Yes,,Yes,,Yes,,
10887,3/21/2017,Salem Five,Electronic,,1,,,,Yes,,,
10888,3/21/2017,Salem Five,Electronic,,55,,,,Yes,,,
10889,3/21/2017,Rockland Trust Company,Paper,Yes,2,,Yes,,,,,
10890,3/21/2017,Groton Public Schools,Electronic,Yes,1,Yes,,,,Yes,,
10891,3/21/2017,"American Tire DistributorsHoldings, Inc.",Electronic,Yes,52,Yes,,,,Yes,,
10892,3/21/2017,"Schurman Fine Papers, Inc. dbaSchurman Retail Group",Electronic,Yes,134,Yes,,,,Yes,,
10893,3/21/2017,Principal Financial Group,Electronic,Yes,1,Yes,,,,Yes,,
10894,3/21/2017,Fidelity Investments,Electronic,Yes,12,Yes,Yes,,,Yes,,
10895,3/21/2017,Refund Advantage-MetaBank,Electronic,Yes,1,Yes,Yes,,,Yes,,
10881,3/21/2017,"BulletProof 360, Inc.",Electronic,Yes,557,,,,Yes,,,
10896,3/22/2017,"American Express Travel RelatedServices, Inc.",Electronic,,204,,,,Yes,,,
10897,3/22/2017,"American Express Travel RelatedServices, Inc.",Electronic,,109,,,,Yes,,,
10898,3/22/2017,Urology Austin,Electronic,Yes,78,Yes,,,,Yes,,
10899,3/22/2017,National Safety Council,Electronic,Yes,124,Yes,,,,Yes,,
10900,3/23/2017,"American Express Travel RelatedServices, Inc.",Electronic,,29,,,,Yes,,,
10901,3/23/2017,Adams Community Bank,Electronic,,1,,,,Yes,Yes,,
10902,3/23/2017,Salem Five,Electronic,,3,,,,Yes,,,
10903,3/23/2017,Salem Five,Electronic,,1,,,,Yes,,,
10904,3/23/2017,Salem Five,Electronic,,8,,,,Yes,,,
10906,3/23/2017,East Boston Savings Bank,Electronic,Yes,12,,,,Yes,,,
10907,3/23/2017,Atwood Distributing LLP,Electronic,,7,,,,Yes,Yes,,
10908,3/23/2017,North Shore Medical Center,Paper,Yes,1,Yes,,,,Yes,,
10909,3/23/2017,North Shore Medical Center,Paper,Yes,1,,Yes,,,Yes,,
10910,3/23/2017,Veolia North America,Electronic,,77,,,,Yes,,,
10911,3/24/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10912,3/24/2017,"Harvard Pilgrim Health Care, Inc.",Paper,Yes,2,,Yes,,,Yes,,
10913,3/24/2017,J.P. Morgan Chase Bank N.A.,Paper,Yes,1,Yes,Yes,,,Yes,,
10915,3/24/2017,"Commonwealth of Massachusetts- Department of Revenue",Electronic,Yes,1,Yes,,,,,,
10916,3/24/2017,MIT Federal Credit Union,Electronic,Yes,10,Yes,,,,Yes,,
10917,3/24/2017,Maxim Crane Works L.P.,Electronic,Yes,94,Yes,,,,Yes,,
10918,3/24/2017,Salem Five,Electronic,,3,,,,Yes,,,
10919,3/24/2017,Rand McNally,Electronic,Yes,331,,,,Yes,Yes,,
10920,3/24/2017,Araca Merchandise L.P.,Electronic,Yes,4,Yes,,,,Yes,,
10921,3/24/2017,"Commonwealth HealthCorporation/Med Center Health",Electronic,Yes,60,Yes,,,,Yes,,
10922,3/27/2017,"Virginia Gift Brands (parentcompany to WoodWick)",Electronic,Yes,79,,,,Yes,,,
10923,3/27/2017,Ameriflight LLC,Electronic,Yes,3,Yes,,,,Yes,,
10924,3/27/2017,"Easy Breathe, Inc.",Electronic,Yes,1983,,,,Yes,Yes,,
10925,3/27/2017,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
10926,3/27/2017,Salem Five,Electronic,,1,,,,Yes,,,
10927,3/27/2017,Salem Five,Electronic,,1,,,,Yes,,,
10928,3/27/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
10929,3/27/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10930,3/27/2017,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
10931,3/27/2017,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
10932,3/27/2017,Capital One,Paper,Yes,1,,Yes,,,Yes,,
10933,3/27/2017,"Steward Health Care SystemsLLC",Paper,Yes,1,Yes,,,,,,
10934,3/27/2017,"Scivation, Inc.",Electronic,Yes,3,,,,Yes,,,
10935,3/27/2017,Principal Financial Group,Electronic,Yes,69,Yes,,,,Yes,,
10936,3/27/2017,Santander,Paper,Yes,1,Yes,,,,Yes,,
10937,3/27/2017,Goldenvoice,Electronic,Yes,57,,,Yes,,Yes,,
10938,3/28/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10939,3/28/2017,"American Express TravelRelataed Services, Inc.",Electronic,,2,,,,Yes,,,
10940,3/28/2017,Rising Tide Charter Public School,Electronic,Yes,255,Yes,,,,,,
10941,3/28/2017,"VHG Fourth Street SF, LLC",Electronic,Yes,17,,,,Yes,,,Yes
10942,3/28/2017,"HSBC Bank USA NationalAssociation",Paper,Yes,1,,Yes,,,Yes,,
10943,3/28/2017,"Language Services Associates,Inc.",Electronic,Yes,5,Yes,,,,Yes,,
10944,3/29/2017,"IntelePeer Holdings, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
10945,3/29/2017,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
10946,3/29/2017,"Total Phase, Inc.",Electronic,Yes,3,,,,Yes,Yes,,
10948,3/29/2017,"American Express Travel RelatedServices, Inc.",Electronic,,11,,,,Yes,,,
10949,3/29/2017,"Maloney & Kennedy, PLLC",Electronic,,14,Yes,,,,Yes,,
10950,3/29/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10951,3/29/2017,Salem Five,Electronic,,40,,,,Yes,,,
10952,3/29/2017,Salem Five,Electronic,,2,,,,Yes,,,
10953,3/29/2017,Christie's Inc.,Electronic,Yes,4,,Yes,Yes,,Yes,,
10954,3/29/2017,"Commonwealth of Massachusetts- Department of Revenue",Paper,Yes,1,Yes,,,,,,
10955,3/29/2017,"John Hancock Life InsuranceCompany (U.S.A.)",Electronic,Yes,42,Yes,,,,Yes,,
10956,3/30/2017,Salem Five,Electronic,,2,,,,Yes,,,
10957,3/30/2017,Adams Community Bank,Electronic,,1,,,,Yes,,,
10958,3/30/2017,"The Cornett Group, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
10959,3/30/2017,OpSaniTx LLC,Paper,,1,Yes,,,,Yes,,
10960,3/30/2017,Intuit,Electronic,Yes,134,Yes,,Yes,,Yes,,
10961,3/30/2017,Klingberg Family Centers,Electronic,Yes,1,,,,Yes,,,
10962,3/30/2017,TriTech Software Systems,Electronic,Yes,18,Yes,,,,Yes,,
10963,3/30/2017,"Webster Five Cents SavingsBank",Electronic,,78,,,,Yes,,,
10964,3/30/2017,Contact Fill LLC,Electronic,Yes,1,,,,Yes,Yes,,
10966,3/30/2017,Daytona State College,Electronic,,47,Yes,,Yes,,Yes,,
10967,3/31/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10968,3/31/2017,Salem Five,Electronic,Yes,1,Yes,Yes,,,Yes,,
10969,3/31/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
10970,3/31/2017,"William E. Howe & Co., CPAs",Electronic,Yes,13,Yes,Yes,,,Yes,,
10971,3/31/2017,Morgan Stanley,Paper,Yes,1,Yes,Yes,,,Yes,,
10972,3/31/2017,"Sarnova, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
10965,3/31/2017,"Bluestein, Michael & Company,P.C.",Electronic,Yes,2,Yes,Yes,,,Yes,,
10973,4/3/2017,Clinton Health Access Initiative,Electronic,Yes,9,Yes,,,,Yes,,
10974,4/3/2017,"American Express Travel RelatedServices, Inc.",Electronic,,6,,,,Yes,,,
10975,4/3/2017,"American Express Travel RelatedServices, Inc.",Electronic,,373,,,,Yes,,,
10976,4/3/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
10977,4/3/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
10978,4/3/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
10979,4/3/2017,"Penserv Plan Services, Inc.",Electronic,Yes,1,Yes,Yes,,,,,
10980,4/3/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10981,4/3/2017,Salem Five,Electronic,,4,,,,Yes,,,
10982,4/3/2017,Toole Design Group LLC,Electronic,Yes,22,Yes,,,,Yes,,
10983,4/3/2017,Brown Brothers Harriman & Co.,Electronic,Yes,90,Yes,Yes,,,Yes,,
10984,4/3/2017,ShowTix4U,Electronic,Yes,462,,,,Yes,,,
10985,4/3/2017,Bank of America,Paper,Yes,1,Yes,Yes,,,Yes,,
10986,4/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10987,4/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10988,4/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10989,4/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
10990,4/3/2017,The Village Bank,Electronic,,3,,,,Yes,,,
10991,4/4/2017,The Village Bank,Electronic,,3,,,,Yes,,,
10992,4/4/2017,"Belmont Car Wash, Inc.",Electronic,,2579,,,,Yes,Yes,,
10993,4/4/2017,Intuit,Electronic,Yes,12,Yes,,Yes,,Yes,,
10994,4/4/2017,"YourPeople, Inc. d/b/a Zenefits",Electronic,Yes,1,Yes,Yes,,,Yes,,
10995,4/5/2017,Brophy Dailey & Incardona LLP,Electronic,Yes,13,Yes,,,,Yes,,
10996,4/5/2017,"Cooper's Hawk Winery &Restaurants",Electronic,Yes,1,Yes,,Yes,,Yes,,
10997,4/5/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
10998,4/6/2017,Savers Bank,Electronic,,1,,,,Yes,,,
10999,4/6/2017,"Bluestem brands d/b/a Fingerhut,Gettington, and Paycheck Direct",Electronic,Yes,128,,Yes,,,,,
11000,4/6/2017,"American Express Travel RelatedServices, Inc.",Electronic,,68,,,,Yes,,,
11001,4/6/2017,K-Tek Resourcing LLC,Electronic,Yes,3,Yes,,,,Yes,,
11002,4/6/2017,Citizens Financial Group,Electronic,Yes,433,,,,Yes,,,
11003,4/6/2017,"Notre Dame Education Center,Inc.",Electronic,Yes,46,Yes,,,,Yes,,
11004,4/6/2017,"Nathan Associates, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
11005,4/6/2017,"Jeffrey S. Steiner, CPA, PA",Electronic,Yes,2,Yes,,,,Yes,,
11006,4/6/2017,"American Express Travel RelatedServices, Inc.",Electronic,,4,,,,Yes,,,
11007,4/6/2017,"American Express Travel RelatedServices, Inc.",Electronic,,19,,,,Yes,,,
11008,4/6/2017,"American Express Travel RelatedServices, Inc.",Electronic,,54,,,,Yes,,,
11009,4/6/2017,"Ameriprise Financial, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
11010,4/6/2017,Elbit Systems of America,Electronic,Yes,71,Yes,,,,,,
11011,4/6/2017,"Berard & Associates C.P.A.s,P.C.",Electronic,Yes,12,Yes,,,,Yes,,
11012,4/7/2017,"Professional Business & TaxConsulting Services, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
11013,4/7/2017,"One World Distribution, Inc. d/b/aOne World Direct",Electronic,Yes,181,,,,Yes,Yes,,
11014,4/7/2017,The Village Bank,Electronic,,2,,,,Yes,,,
11015,4/7/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11016,4/7/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11023,4/7/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11024,4/10/2017,"Horace Mann Life InsuranceCompany",Paper,Yes,9,,Yes,,,Yes,,
11025,4/10/2017,Payless Décor LLC,Electronic,,227,,,,Yes,,,
11026,4/10/2017,Rockland Trust Company,Paper,Yes,2,,Yes,,,,,
11027,4/10/2017,Boston Medical Center,Electronic,Yes,6,,Yes,,,Yes,,
11028,4/10/2017,"Charles Schwab & Co, Inc.",Electronic,Yes,1,,Yes,,,Yes,,
11029,4/10/2017,"Brownells, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
11030,4/10/2017,"Stonebridge Companies, Inc.",Electronic,Yes,121,Yes,,,,Yes,,
11031,4/10/2017,Eastern Bank,Electronic,,423,,,,Yes,,,
11017,4/10/2017,Salem Five,Electronic,,2,,,,Yes,,,
11018,4/10/2017,"Lake Kennedy McCulloch CPA'sPS",Electronic,Yes,2,Yes,Yes,,,Yes,,
11019,4/10/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11021,4/10/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
11022,4/11/2017,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
11032,4/11/2017,"The Vanguard Group, Inc.",Paper,,1,,Yes,,,,,
11033,4/11/2017,"American Express Travel RelatedServices, Inc.",Electronic,,104,,,,Yes,,,
11034,4/11/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,3,,,,Yes,,,
11035,4/11/2017,"Hallmark Health System, Inc.",Paper,Yes,1,Yes,,,,Yes,,
11036,4/12/2017,Santander,Electronic,Yes,1,,Yes,,,Yes,,
11037,4/12/2017,Baystate Health,Electronic,Yes,1,Yes,,,,Yes,,
11039,4/12/2017,Adams Community Bank,Electronic,,2,,,,Yes,Yes,,
11040,4/12/2017,Rush University Medical Center,Electronic,Yes,1,Yes,,,,Yes,,
11041,4/12/2017,"Congressional Hispanic CaucusInstitute",Electronic,Yes,2,Yes,,Yes,,Yes,,
11042,4/13/2017,St. Gobain Corporation,Electronic,Yes,10,Yes,Yes,,,Yes,,
11043,4/13/2017,Salem Five,Electronic,,1,,,,Yes,,,
11044,4/13/2017,BankSouth Mortgage,Electronic,Yes,1,Yes,,Yes,Yes,Yes,,
11045,4/13/2017,Pioneer Credit Recovery,Paper,Yes,1,,Yes,,,Yes,,
11046,4/13/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11047,4/13/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11048,4/14/2017,Salem Five,Electronic,,2,,,,Yes,,,
11049,4/14/2017,Alamo Capital,Electronic,Yes,2,Yes,,,,Yes,,
11050,4/14/2017,FDS Bank,Electronic,Yes,3,Yes,Yes,,,Yes,,
11051,4/14/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11052,4/14/2017,"Delta Career EducationCorporation",Electronic,Yes,90,Yes,,,,Yes,,
11053,4/14/2017,The Neiman Marcus Group,Electronic,Yes,184,,,,Yes,Yes,,
11054,4/14/2017,The Village Bank,Electronic,,52,,,,Yes,,,
11055,4/14/2017,Rockland Trust Company,Paper,Yes,2,,Yes,,,,,
