ID,organization,state,industry,exposure,records
ITRC20140715-02,Orangeburg-Calhoun Technical College,SC,Education,Yes - Published #,20000
ITRC20140708-05,Park Hill School District,MO,Education,Yes - Published #,10210
ITRC20140701-01,Butler University,IN,Education,Yes - Published #,163000
ITRC20140626-03,University of California Washington Center,CA,Education,Yes - Unknown #,Unknown
ITRC20140624-01,Jersey City School District,NJ,Education,Yes - Unknown #,Unknown
ITRC20140618-01,Riverside Community College District,CA,Education,Yes - Published #,35212
ITRC20140616-04,University of Virginia,VA,Education,Yes - Published #,155
ITRC20140610-06,College of the Desert,CA,Education,Yes - Published #,1900
ITRC20140603-17,Arkansas State University,AR,Education,Yes - Published #,50000
ITRC20140527-13,San Diego State University,CA,Education,Yes - Unknown #,Unknown
ITRC20140520-01,University of Nebraska Omaha,NE,Education,Yes - Unknown #,Unknown
ITRC20140513-07,Seattle University,WA,Education,Yes - Published #,628
ITRC20140506-06,University of North Carolina Wilmington,NC,Education,Yes - Unknown #,Unknown
ITRC20140501-01,Grand Valley State University,MI,Education,Yes - Published #,10000
ITRC20140428-01,Johns Hopkins University,MD,Education,Yes - Published #,2100
ITRC20140422-14,Iowa State University,IA,Education,Yes - Published #,48729
ITRC20140327-08,Loyola Law School,CA,Education,Yes - Published #,395
ITRC20140327-07,University of Wisconsin - Parkside,WI,Education,Yes - Published #,15000
ITRC20140321-29,Auburn University College of Business,AL,Education,Yes - Published #,13698
ITRC20140312-02,North Dakota University System,ND,Education,Yes - Published #,291465
ITRC20140307-02,Point Park University,PA,Education,Yes - Published #,1800
ITRC20140303-05,Indiana University,IN,Education,Yes - Published #,146000
ITRC20140220-01,University of Maryland,MD,Education,Yes - Published #,309079
ITRC20140204-04,Midland Independent Schools District,TX,Education,Yes - Published #,14000
ITRC20140121-03,University of Minnesota,MN,Education,Yes - Published #,300
ITRC20140107-02,Loudon County Schools,VA,Education,Yes - Unknown #,Unknown
ITRC20141231-16,Office of Personnel Management - KeyPoint Governme,DC,Government/Military,Yes - Published #,48439
ITRC20141231-06,Department of Health,FL,Government/Military,Yes - Published #,2477
ITRC20141230-02,VA Healthcare,DC,Government/Military,Yes - Published #,7000
ITRC20141223-11,Office of Personnel Management / Keypoint Governme,CO,Government/Military,Yes - Published #,48439
ITRC20141216-15,"County of Fairfax, VA",VA,Government/Military,Yes - Published #,595
ITRC20141211-02,Colorado River Indian Tribes,AZ,Government/Military,Yes - Published #,1296
ITRC20141209-08,New Hampshire Employment Security,NH,Government/Military,Yes - Published #,2700
ITRC20141209-02,Department for Children and Families,VT,Government/Military,Yes - Published #,66
ITRC20141125-11,State of South Carolina Budget and Control Board Em,SC,Government/Military,Yes - Published #,5596
ITRC20141125-03,Department of Labor,CT,Government/Military,Yes - Published #,64
ITRC20141112-11,Heard County EMA,GA,Government/Military,Yes - Published #,672
ITRC20141112-10,Alexandria Fire Department / ADP,VA,Government/Military,Yes - Published #,1669
ITRC20141110-07,Texas Health and Human Services (Xerox),TX,Government/Military,Yes - Published #,2000000
ITRC20141110-05,VAMC - Portland,OR,Government/Military,Yes - Published #,1740
ITRC20141110-01,US Postal Service,DC,Government/Military,Yes - Published #,8000000
ITRC20141103-05,VA Montana Health Care System,MT,Government/Military,Yes - Unknown #,Unknown
ITRC20141028-09,Chicago Housing Authority,IL,Government/Military,Yes - Published #,795
ITRC20141028-01,Arizona State Retirement System,AZ,Government/Military,Yes - Published #,44000
ITRC20141021-03,DHHS - Indian Health Service,US,Government/Military,Yes - Unknown #,Unknown
ITRC20141020-12,City of Algood,TN,Government/Military,Yes - Unknown #,Unknown
ITRC20141020-05,City of Dallas / Dallas Fire-Rescue,TX,Government/Military,Yes - Published #,1000
ITRC20141020-03,Metro Health Department,TN,Government/Military,Yes - Unknown #,Unknown
ITRC20141014-15,South Texas Veterans Health Care System,TX,Government/Military,Yes - Published #,4000
ITRC20141014-13,Georgia Department of Behavioral Health and Develop,GA,Government/Military,Yes - Published #,3397
ITRC20141014-12,Department of Health Care Policy and Financing,CO,Government/Military,Yes - Published #,15380
ITRC20141014-06,Oregon Employment Department,OR,Government/Military,Yes - Published #,851322
ITRC20140930-08,Bexar County Sheriff's Office,TX,Government/Military,Yes - Published #,100
ITRC20140930-07,County of Hertford,NC,Government/Military,Yes - Unknown #,Unknown
ITRC20140922-04,VAMC - Maryland,MD,Government/Military,Yes - Published #,165
ITRC20140922-02,Recorder of Deeds - St. Louis,MO,Government/Military,Yes - Published #,19000
ITRC20140916-04,Napa County Health & Human Services Agency,CA,Government/Military,Yes - Unknown #,Unknown
ITRC20140916-03,VAMC - Raymond G. Murphy,NM,Government/Military,Yes - Published #,2657
ITRC20140909-01,VAMC - William Jennings Bryan Dorn,SC,Government/Military,Yes - Published #,3637
ITRC20140908-06,City of Beloit,WI,Government/Military,Yes - Published #,843
ITRC20140902-03,Department of Social Services (CDSS),CA,Government/Military,Yes - Unknown #,Unknown
ITRC20140819-08,Veterans Administration - South Carolina,SC,Government/Military,Yes - Published #,2670
ITRC20140819-07,IRS,DC,Government/Military,Yes - Published #,1400000
ITRC20140812-20,VA Health Care System - MN,MN,Government/Military,Yes - Published #,500
ITRC20140812-19,VA Long Beach Healthcare System,CA,Government/Military,Yes - Published #,592
ITRC20140807-02,USIS - Department of Homeland Security,VA,Government/Military,Yes - Published #,27000
ITRC20140729-14,Payne County,OK,Government/Military,Yes - Unknown #,Unknown
ITRC20140729-10,VAMC - San Antonio,TX,Government/Military,Yes - Published #,161
ITRC20140729-07,Lyster Army Health Clinic,AL,Government/Military,Yes - Published #,2300
ITRC20140722-01,Vermont Office of Professional Responsibility,VT,Government/Military,Yes - Unknown #,Unknown
ITRC20140718-02,City of Encinitas,CA,Government/Military,Yes - Published #,615
ITRC20140715-07,Office of Personnel Management,DC,Government/Military,Yes - Unknown #,Unknown
ITRC20140708-01,Department of Managed Health Care (DMHC) / Blue Shi,CA,Government/Military,Yes - Published #,18000
ITRC20140701-04,Department of Public Health,AL,Government/Military,Yes - Published #,1200
ITRC20140624-07,Iowa Medicaid Enterprise / Department of Human Servi,IA,Government/Military,Yes - Published #,862
ITRC20140616-06,Developmental Disabilities Administration,MD,Government/Military,Yes - Published #,2200
ITRC20140610-03,County of Miami Dade,FL,Government/Military,Yes - Unknown #,Unknown
ITRC20140603-16,Department of Human Services - Jacksonville Develop,IL,Government/Military,Yes - Unknown #,Unknown
ITRC20140603-15,Department of Human Services - H. Douglas Singer Me,IL,Government/Military,Yes - Unknown #,Unknown
ITRC20140603-14,Department of Human Services - Tinley Park Mental He,IL,Government/Military,Yes - Unknown #,Unknown
ITRC20140603-11,City of Henderson,KY,Government/Military,Yes - Published #,1008
ITRC20140603-06,Department of Public Health and Human Services,MT,Government/Military,Yes - Published #,1062509
ITRC20140527-01,VA Denver,CO,Government/Military,Yes - Published #,239
ITRC20140520-02,City of Cincinnati / OptumRx,IL,Government/Military,Yes - Published #,5696
ITRC20140513-01,City of Crossville,TN,Government/Military,Yes - Published #,2100
ITRC20140506-02,Department of Child Support Services,CA,Government/Military,Yes - Unknown #,Unknown
ITRC20140408-06,Macon-Bibb County,GA,Government/Military,Yes - Published #,12378
ITRC20140404-01,Department of Community Health,MI,Government/Military,Yes - Published #,2595
ITRC20140402-01,Department of Corrections and Rehabilitation,CA,Government/Military,Yes - Unknown #,Unknown
ITRC20140324-01,Department of Motor Vehicles,CA,Government/Military,Yes - Unknown #,Unknown
ITRC20140321-41,Terrell County Health Department,GA,Government/Military,Yes - Published #,18000
ITRC20140321-38,Department of Public Health,CA,Government/Military,Yes - Published #,1370
ITRC20140321-32,Department of Finance and Administration - Health Ad,AR,Government/Military,Yes - Published #,10713
ITRC20140321-30,Internal Revenue Service,DC,Government/Military,Yes - Published #,20000
ITRC20140321-10,Department of Health,FL,Government/Military,Yes - Published #,2354
ITRC20140318-03,Maryland Developmental Disabilities Administration,MD,Government/Military,Yes - Published #,10766
ITRC20140318-02,City of Syracuse,NY,Government/Military,Yes - Published #,300
ITRC20140312-05,Department of Human Services,NJ,Government/Military,Yes - Published #,9642
ITRC20140310-01,Department of Human Services,IA,Government/Military,Yes - Published #,2042
ITRC20140303-08,City of Detroit,MI,Government/Military,Yes - Published #,1700
ITRC20140225-06,Memphis Police Department,TN,Government/Military,Yes - Unknown #,Unknown
ITRC20140225-05,Oregon Secretary of State Website,OR,Government/Military,Yes - Unknown #,Unknown
ITRC20140225-01,Department of Resources Recycling and Recovery,CA,Government/Military,Yes - Unknown #,Unknown
ITRC20140219-04,Department of Medical Assistance Services,VA,Government/Military,Yes - Published #,25513
ITRC20140218-02,VAMC - Memphis,TN,Government/Military,Yes - Unknown #,Unknown
ITRC20140206-04,City of Norwalk,OH,Government/Military,Yes - Unknown #,Unknown
ITRC20140206-03,State of Connecticut,CT,Government/Military,Yes - Published #,27000
ITRC20140128-06,City of Joliet,IL,Government/Military,Yes - Published #,1573
ITRC20140127-07,Department of Labor,CT,Government/Military,Yes - Published #,27000
ITRC20140124-04,City of Norwood,OH,Government/Military,Yes - Published #,9577
ITRC20140124-03,Department of Public Health,WA,Government/Military,Yes - Published #,750
ITRC20140121-12,Department of Social Services,NC,Government/Military,Yes - Unknown #,Unknown
ITRC20140121-10,Department of Employment and Workforce,SC,Government/Military,Yes - Published #,4658
ITRC20140121-08,Department of Veterans Affairs,DC,Government/Military,Yes - Unknown #,Unknown
ITRC20140121-04,City of Burlington,VT,Government/Military,Yes - Unknown #,Unknown
ITRC20140114-03,North East King County Regional Public Safety Comm,WA,Government/Military,Yes - Published #,6000
ITRC20140110-03,Department of Health / WIC,WY,Government/Military,Yes - Published #,11935
ITRC20140107-03,Department of Health and Human Services (Medicaid),NC,Government/Military,Yes - Published #,48752
ITRC20141231-08,St. Mary Mercy Hospital,MI,Medical/Healthcare,Yes - Published #,1488
ITRC20141231-07,District Medical Group,AZ,Medical/Healthcare,Yes - Published #,616
ITRC20141231-05,The Hearing Zone,UT,Medical/Healthcare,Yes - Published #,623
ITRC20141231-04,ReachOut Home Care,KY,Medical/Healthcare,Yes - Published #,4500
ITRC20141231-03,North Big Horn Hospital,WY,Medical/Healthcare,Yes - Published #,1607
ITRC20141231-02,Physicians Skin & Weight Centers,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141231-01,DJO Global / Empi,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141230-03,Independence Blue Cross,PA,Medical/Healthcare,Yes - Published #,12500
ITRC20141223-06,Quest Diagnostics,NJ,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141223-02,Clay County Hospital,IL,Medical/Healthcare,Yes - Published #,12621
ITRC20141222-04,Northwestern Memorial Healthcare,IL,Medical/Healthcare,Yes - Published #,2800
ITRC20141222-03,Mercy Medical Center Redding Oncology Clinic,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141222-02,Group Health Incorporated,NY,Medical/Healthcare,Yes - Published #,802
ITRC20141222-01,St. Francis Hospital,DE,Medical/Healthcare,Yes - Published #,948
ITRC20141216-16,Virginia Commonwealth University Health System,VA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141216-14,Office of Dr. Loi Luu,CA,Medical/Healthcare,Yes - Published #,13177
ITRC20141216-13,Weill Cornell Medical College,NY,Medical/Healthcare,Yes - Published #,3936
ITRC20141216-12,Riverside Medical Clinic,CA,Medical/Healthcare,Yes - Published #,2691
ITRC20141216-11,Reeve-Woods Eye Center,CA,Medical/Healthcare,Yes - Published #,30000
ITRC20141216-10,Kirkbride Center,PA,Medical/Healthcare,Yes - Published #,860
ITRC20141216-09,"MetroPlus Health Plan, Inc.",NY,Medical/Healthcare,Yes - Published #,31980
ITRC20141216-08,True Vision Eyecare,OH,Medical/Healthcare,Yes - Published #,542
ITRC20141216-07,Coordinated Health,FL,Medical/Healthcare,Yes - Published #,13907
ITRC20141216-06,Memorial Healthcare,FL,Medical/Healthcare,Yes - Published #,1782
ITRC20141216-05,"Multilingual Psychotherapy Centers, Inc.",FL,Medical/Healthcare,Yes - Published #,3500
ITRC20141211-05,Tribeca Medical Center,NY,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141211-03,Corvallis Clinic,OR,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141209-10,"Novo Nordisk, Inc.",NJ,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141209-01,Highlands-Cashiers Hospital / TruBridge,NC,Medical/Healthcare,Yes - Published #,25000
ITRC20141208-01,WellCare Health Plans / AdminisTEP,FL,Medical/Healthcare,Yes - Published #,4469
ITRC20141202-12,Henry Ford West Bloomfield Hospital / DMC Harper Ho,MI,Medical/Healthcare,Yes - Published #,1400
ITRC20141202-10,Baptist Primary Care,FL,Medical/Healthcare,Yes - Published #,1449
ITRC20141202-09,University Hospitals,OH,Medical/Healthcare,Yes - Published #,692
ITRC20141202-08,Visionworks #2,TX,Medical/Healthcare,Yes - Published #,47683
ITRC20141125-12,University Health,LA,Medical/Healthcare,Yes - Published #,6073
ITRC20141125-10,Bon Secours Mary Immaculate Hospital,VA,Medical/Healthcare,Yes - Published #,5764
ITRC20141125-09,"BHCare, Inc.",CT,Medical/Healthcare,Yes - Published #,5827
ITRC20141125-08,"Southern Perioperative Services, P.C.",AL,Medical/Healthcare,Yes - Published #,2046
ITRC20141125-04,Northfield Hospital & Clinics,MN,Medical/Healthcare,Yes - Published #,1778
ITRC20141124-02,Sentara Healthcare,VA,Medical/Healthcare,Yes - Published #,56820
ITRC20141121-03,PruittHealth Pharmacy Services,GA,Medical/Healthcare,Yes - Published #,841
ITRC20141121-02,Coulee Medical Center,WA,Medical/Healthcare,Yes - Published #,2500
ITRC20141121-01,Amgen,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141118-02,Brigham and Women's Hospital,MA,Medical/Healthcare,Yes - Published #,999
ITRC20141117-02,Tennessee Rural Health Improvement Association,TN,Medical/Healthcare,Yes - Published #,79000
ITRC20141112-12,Central Dermatology,NC,Medical/Healthcare,Yes - Published #,76258
ITRC20141112-09,Mount Sinai Beth Israel Hospital,NY,Medical/Healthcare,Yes - Published #,10793
ITRC20141112-08,New York City Health & Hospitals Corporation,NY,Medical/Healthcare,Yes - Published #,10058
ITRC20141112-07,Vcarve (MD Manage) - Orange County MRI,NJ,Medical/Healthcare,Yes - Published #,35942
ITRC20141112-06,Burlington Northern Sante Fe Group Benefits Plan,TX,Medical/Healthcare,Yes - Published #,507
ITRC20141112-05,Southwest Virginia Physicians for Women,VA,Medical/Healthcare,Yes - Published #,568
ITRC20141112-04,"Seven Counties Services, Inc.",KY,Medical/Healthcare,Yes - Published #,727
ITRC20141112-03,Bon Secours Kentucky,KY,Medical/Healthcare,Yes - Published #,697
ITRC20141112-02,Service Employee International Union National Benefit,NY,Medical/Healthcare,Yes - Published #,800
ITRC20141112-01,State of Tennessee's State Insurance Plan (Healthways,TN,Medical/Healthcare,Yes - Published #,60582
ITRC20141110-08,Madison Street Provider Network,CO,Medical/Healthcare,Yes - Published #,523
ITRC20141110-06,NYU Urology Associates,NY,Medical/Healthcare,Yes - Published #,835
ITRC20141110-04,Visionworks,TX,Medical/Healthcare,Yes - Published #,74944
ITRC20141107-02,Jessica Trice Community Health Center,FL,Medical/Healthcare,Yes - Published #,7888
ITRC20141103-01,Montgomery Obstetrics & Gynecology,VA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141027-05,Medi-Waste Disposal,NE,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141027-04,Compassionate Care Hospice of Central Louisiana,LA,Medical/Healthcare,Yes - Published #,707
ITRC20141027-03,Oklahoma City Indian Clinic,OK,Medical/Healthcare,Yes - Published #,6000
ITRC20141027-02,Office of Dr. Vonica Chau,TX,Medical/Healthcare,Yes - Published #,810
ITRC20141027-01,Office of Dr. Nisar Quraishi,NY,Medical/Healthcare,Yes - Published #,20000
ITRC20141020-08,Christiana Care Health System / VARO Healthcare,DE,Medical/Healthcare,Yes - Published #,1667
ITRC20141020-07,Graybill Medical Group,CA,Medical/Healthcare,Yes - Published #,1863
ITRC20141020-06,"Office of Thomas Cristello, DC",NY,Medical/Healthcare,Yes - Published #,914
ITRC20141020-04,Spartanburg Area Mental Health,SC,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141014-16,Cone Health Medical Group / Southeastern Heart and,NC,Medical/Healthcare,Yes - Published #,1872
ITRC20141014-14,Albertina Kerr's (Crisis Psychiatric Care Facility),OR,Medical/Healthcare,Yes - Published #,1320
ITRC20141014-11,"Penn Highlands Brookville / Barry J. Snyder, MD / M&",PA,Medical/Healthcare,Yes - Published #,4500
ITRC20141014-10,Office of Dr. Pramod Raval (now deceased),MI,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141014-07,Valeritas,NJ,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141014-02,University of California Davis Health System,CA,Medical/Healthcare,Yes - Published #,1326
ITRC20141007-09,"U.S. Health Holdings, Ltd. o/b/o Macomb County, MI",MI,Medical/Healthcare,Yes - Published #,6302
ITRC20141007-04,Novant Health Gaffney Family Medical Clinic,SC,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20141007-03,"Touchstone Medical Imaging, LLC",TN,Medical/Healthcare,Yes - Published #,307528
ITRC20140930-11,CareCentrix,CT,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140930-10,"Owensboro Medical Practice, PLLC / Research Integrit",KY,Medical/Healthcare,Yes - Published #,4077
ITRC20140930-09,Texas Wellness Incentives and Navigation (WIN) Proje,TX,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140930-05,American Family Care,AL,Medical/Healthcare,Yes - Published #,2588
ITRC20140923-15,Community Action Partnership of Natrona County,WY,Medical/Healthcare,Yes - Published #,15000
ITRC20140923-13,Longstreet Clinic,GA,Medical/Healthcare,Yes - Published #,720
ITRC20140923-11,St. Elizabeth's Medical Center,MA,Medical/Healthcare,Yes - Published #,595
ITRC20140923-10,"Office of Dennis Flynn, MD",IL,Medical/Healthcare,Yes - Published #,13646
ITRC20140923-09,Emblem Health (Group Health Incorporated),NY,Medical/Healthcare,Yes - Published #,802
ITRC20140923-08,ENT Partners of Texas,TX,Medical/Healthcare,Yes - Published #,789
ITRC20140923-05,Hand Care Center/Shoulder and Elbow Institute,CA,Medical/Healthcare,Yes - Published #,1674
ITRC20140923-04,Apple Valley Care Center,CA,Medical/Healthcare,Yes - Published #,1251
ITRC20140923-03,Kaiser Foundation Health Plan of Colorado,CO,Medical/Healthcare,Yes - Published #,11551
ITRC20140923-02,Cook County Health and Hospital Systems,IL,Medical/Healthcare,Yes - Published #,767
ITRC20140923-01,Aventura Hospital and Medical Center,FL,Medical/Healthcare,Yes - Published #,948
ITRC20140922-07,Temple University Physicians,PA,Medical/Healthcare,Yes - Published #,3780
ITRC20140922-06,Diatherix - Diamond Computing Company,AL,Medical/Healthcare,Yes - Published #,7016
ITRC20140916-13,Santa Fe Family Health Center (Medical Group),NM,Medical/Healthcare,Yes - Published #,843
ITRC20140916-12,WellPoint Affiliated Covered Entities,IN,Medical/Healthcare,Yes - Published #,1464
ITRC20140916-11,St. John's Episcopal Hospital,NY,Medical/Healthcare,Yes - Published #,566
ITRC20140916-10,Specialty Clinics of Georgia - Orthopaedics,GA,Medical/Healthcare,Yes - Published #,2350
ITRC20140916-09,Midwest Orthapaedic Center (MOC) - McKesson Busin,IL,Medical/Healthcare,Yes - Published #,680
ITRC20140916-08,Williamson Medical Center - 24 ON Physicians,TN,Medical/Healthcare,Yes - Published #,520
ITRC20140916-07,24 On Physicians - PST Services (IN Compass Health),GA,Medical/Healthcare,Yes - Published #,10104
ITRC20140916-06,Tampa General Hospital,FL,Medical/Healthcare,Yes - Published #,675
ITRC20140916-02,Aventura Hospital and Medical Center,FL,Medical/Healthcare,Yes - Published #,82601
ITRC20140916-01,Central Utah Clinic,UT,Medical/Healthcare,Yes - Published #,31677
ITRC20140903-01,Sentara Healthcare,VA,Medical/Healthcare,Yes - Published #,3861
ITRC20140902-13,"Care All Management, LLC",TN,Medical/Healthcare,Yes - Published #,28300
ITRC20140902-12,Beachwood-Lakewood Plastic Surgery (Office of Steve,OH,Medical/Healthcare,Yes - Published #,6141
ITRC20140902-11,Duke University Health System,NC,Medical/Healthcare,Yes - Published #,10993
ITRC20140902-10,Metro Public Health Department / Children Special Ser,TN,Medical/Healthcare,Yes - Published #,1717
ITRC20140902-09,Bulloch Pediatrics  Group,GA,Medical/Healthcare,Yes - Published #,10000
ITRC20140902-08,Huntington Bancshares Inc. Group Health Care Plan /,OH,Medical/Healthcare,Yes - Published #,4487
ITRC20140902-06,Memorial Hermann Health System,TX,Medical/Healthcare,Yes - Published #,10604
ITRC20140902-01,AltaMed Health Services Corporation,GA,Medical/Healthcare,Yes - Published #,3206
ITRC20140826-14,Midwest Urological Group,IL,Medical/Healthcare,Yes - Published #,982
ITRC20140826-13,D & J Optical,AL,Medical/Healthcare,Yes - Published #,1100
ITRC20140826-12,Orthopaedic Specialty Institute - Iron Mountain,AL,Medical/Healthcare,Yes - Published #,49714
ITRC20140826-11,Long Beach Internal Medical Group,CA,Medical/Healthcare,Yes - Published #,10000
ITRC20140826-10,Tri-City Medical Center,CA,Medical/Healthcare,Yes - Published #,6500
ITRC20140826-09,"BioReference Laboratories, Inc.",NJ,Medical/Healthcare,Yes - Published #,3334
ITRC20140826-08,Onsite Health Diagnostics / Healthways,TX,Medical/Healthcare,Yes - Published #,60582
ITRC20140825-02,Cedars-Sinai Medical Center,CA,Medical/Healthcare,Yes - Published #,33136
ITRC20140819-04,Children's Mercy Hospital / Onsite Health Diagnositcs,MO,Medical/Healthcare,Yes - Published #,4067
ITRC20140818-01,Community Health Systems / Tennova / Complete Heal,TN,Medical/Healthcare,Yes - Published #,4500000
ITRC20140812-18,"Office of Alexander J. Tikhtman, MD",KY,Medical/Healthcare,Yes - Published #,2376
ITRC20140812-17,Office of Dr. Paul Perron,CA,Medical/Healthcare,Yes - Published #,4000
ITRC20140812-16,University of Pennsylvania Health System,PA,Medical/Healthcare,Yes - Published #,661
ITRC20140812-14,Western Regional Center for Brain & Spine Surgery (W,NV,Medical/Healthcare,Yes - Published #,12000
ITRC20140812-13,Jersey City Medical Center (JCMC),NJ,Medical/Healthcare,Yes - Published #,36400
ITRC20140812-05,San Mateo Medical Center,CA,Medical/Healthcare,Yes - Published #,1000
ITRC20140808-01,24 ON Physicians PC,GA,Medical/Healthcare,Yes - Published #,570
ITRC20140805-10,Cancer Specialists of Tidewater (Riverside Health Syst,VA,Medical/Healthcare,Yes - Published #,2318
ITRC20140805-09,CVS Caremark,GA,Medical/Healthcare,Yes - Published #,350
ITRC20140805-08,Rite Aid,WA,Medical/Healthcare,Yes - Published #,521
ITRC20140805-07,Urological Associates of Southern Arizona,AZ,Medical/Healthcare,Yes - Published #,3529
ITRC20140730-03,Indian Health Service - Maryland,MD,Medical/Healthcare,Yes - Published #,5000
ITRC20140730-02,Indian Health Service - Maryland,MD,Medical/Healthcare,Yes - Published #,214000
ITRC20140730-01,Indian Health Service (Maryland),MD,Medical/Healthcare,Yes - Published #,620
ITRC20140729-11,Sloane Stecker Physical Therapy PC,NY,Medical/Healthcare,Yes - Published #,2000
ITRC20140729-08,Specialized Eye Care,MD,Medical/Healthcare,Yes - Published #,50
ITRC20140729-06,Blue Cross Blue Shield - Michigan / Blue Care Network,MI,Medical/Healthcare,Yes - Published #,300
ITRC20140729-05,Indian Health Service / Rosebud Service Unit,SD,Medical/Healthcare,Yes - Published #,620
ITRC20140729-04,Beverly Hospital,CA,Medical/Healthcare,Yes - Published #,54
ITRC20140729-03,"Symbius Medical, LLC (PRN Medical Services)",AZ,Medical/Healthcare,Yes - Published #,13877
ITRC20140729-02,Haley Chiropractic of Tacoma,WA,Medical/Healthcare,Yes - Published #,6000
ITRC20140729-01,Essentia Health,ND,Medical/Healthcare,Yes - Published #,430
ITRC20140728-02,Self Regional Healthcare,SC,Medical/Healthcare,Yes - Published #,38906
ITRC20140718-01,Bay Area Pain Medical Associates,CA,Medical/Healthcare,Yes - Published #,2780
ITRC20140715-08,NYU Langone Medical Center,NH,Medical/Healthcare,Yes - Published #,872
ITRC20140708-12,St. Vincent Breast Center,IN,Medical/Healthcare,Yes - Published #,63325
ITRC20140708-11,Open Cities Health Center,MN,Medical/Healthcare,Yes - Published #,1304
ITRC20140708-10,Bloom Health,MN,Medical/Healthcare,Yes - Published #,502
ITRC20140708-09,Baylor Medical Center at Carrollton,TX,Medical/Healthcare,Yes - Published #,2874
ITRC20140708-08,Baylor Medical Center at Irving,TX,Medical/Healthcare,Yes - Published #,2308
ITRC20140708-07,Baylor Medical Center at McKinney,TX,Medical/Healthcare,Yes - Published #,1253
ITRC20140708-04,"Office of Abraham Tekola, MD",CA,Medical/Healthcare,Yes - Published #,5471
ITRC20140701-03,Metropolitan Health District (Vaccines for Children),TX,Medical/Healthcare,Yes - Published #,300
ITRC20140701-02,DCH Health System,AL,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140626-02,Riverside County Regional Medical Center (RCRMC),CA,Medical/Healthcare,Yes - Published #,563
ITRC20140626-01,WellSpan Health,PA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140624-08,Salina Family Healthcare Center,KS,Medical/Healthcare,Yes - Published #,9640
ITRC20140624-06,Healthy Connections,CA,Medical/Healthcare,Yes - Published #,793
ITRC20140624-05,Doctors First Choice,FL,Medical/Healthcare,Yes - Published #,11186
ITRC20140624-03,"NRAD Medical Associates, P.C.",NY,Medical/Healthcare,Yes - Published #,97000
ITRC20140624-02,Colorado Neurodiagnostics,CO,Medical/Healthcare,Yes - Published #,750
ITRC20140620-01,Rady's Children Hospital #2,CA,Medical/Healthcare,Yes - Published #,6307
ITRC20140619-03,York Academy of Surgery / Dr. R. Dale McCormick,PA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140619-01,Rady's Children's Hospital #1,CA,Medical/Healthcare,Yes - Published #,14121
ITRC20140616-03,St. Joseph Health / Santa Rosa Memorial Hospital,CA,Medical/Healthcare,Yes - Published #,33702
ITRC20140616-02,Community Health Center,CT,Medical/Healthcare,Yes - Published #,130000
ITRC20140610-05,Walgreen Co.,IL,Medical/Healthcare,Yes - Published #,540
ITRC20140610-04,St. Francis Hospital,GA,Medical/Healthcare,Yes - Published #,1175
ITRC20140610-02,Penn State Milton S. Hershey Medical Center,PA,Medical/Healthcare,Yes - Published #,1801
ITRC20140610-01,Access Health CT,CT,Medical/Healthcare,Yes - Published #,413
ITRC20140606-01,Highmark,PA,Medical/Healthcare,Yes - Published #,2589
ITRC20140603-13,Essex Valley Cardiology / M.D. Manage,NJ,Medical/Healthcare,Yes - Published #,35357
ITRC20140603-12,"Ladies First Choice, Inc.",FL,Medical/Healthcare,Yes - Published #,2365
ITRC20140603-10,VGM Homelink,IA,Medical/Healthcare,Yes - Published #,1400
ITRC20140603-09,Shaker Clinic,OH,Medical/Healthcare,Yes - Published #,617
ITRC20140603-08,"Office of Howard L. Weinstein, DPM",TX,Medical/Healthcare,Yes - Published #,1000
ITRC20140603-03,Sharper Future,CA,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140603-02,ProMedica Bay Park Hospital,OH,Medical/Healthcare,Yes - Published #,594
ITRC20140603-01,Hurley Medical Center,MI,Medical/Healthcare,Yes - Published #,2289
ITRC20140527-14,Boulder Community Health,CO,Medical/Healthcare,Yes - Unknown #,Unknown
ITRC20140527-12,Highlands Regional Medical Center,FL,Medical/Healthcare,Yes - Published #,400
ITRC20140527-06,American Dental Association,IL,Medical/Healthcare,Yes - Published #,26
ITRC20140527-04,Catholic Health Initiatives,CO,Medical/Healthcare,Yes - Unknown #,Unknown
